Date,3Y,5Y,7Y,10Y,20Y
2024-05-28,3.57,3.66,3.83,3.9,
2024-05-27,3.57,3.69,3.83,3.9,
2024-05-24,3.58,3.69,3.84,3.91,
2024-05-23,3.58,3.7,3.84,3.89,
2024-05-22,3.57,3.68,3.8,3.88,
2024-05-21,3.57,3.68,3.8,3.88,
2024-05-20,3.54,3.67,3.81,3.87,
2024-05-17,3.54,3.68,3.78,3.86,
2024-05-16,3.57,3.67,3.79,3.85,
2024-05-15,3.57,3.71,3.8,3.89,
2024-05-14,3.59,3.73,3.83,3.91,
2024-05-13,3.61,3.74,3.84,3.92,
2024-05-10,3.6,3.75,3.84,3.92,
2024-05-09,3.62,3.75,3.85,3.93,
2024-05-08,3.59,3.73,3.84,3.91,
2024-05-07,3.59,3.74,3.82,3.91,
2024-05-06,3.58,3.72,3.83,3.91,
2024-05-03,3.59,3.76,3.87,3.94,
2024-05-02,3.6,3.82,3.9,3.96,
2024-05-01,3.61,3.78,3.89,3.97,
2024-04-30,3.61,3.78,3.89,3.97,
2024-04-29,3.61,3.78,3.91,3.98,
2024-04-26,3.62,3.82,3.9,4.0,
2024-04-25,3.62,3.8,3.9,3.99,
2024-04-24,3.6,3.77,3.88,3.98,
2024-04-23,3.58,3.76,3.88,3.96,
2024-04-22,3.59,3.76,3.89,3.96,
2024-04-19,3.61,3.73,3.89,3.96,
2024-04-18,3.6,3.76,3.87,3.96,
2024-04-17,3.61,3.78,3.88,3.98,
2024-04-16,3.6,3.76,3.88,3.95,
2024-04-15,3.55,3.72,3.85,3.92,
2024-04-12,3.51,3.65,3.84,3.91,
2024-04-11,3.51,3.7,3.81,3.89,
2024-04-10,3.51,3.7,3.81,3.89,
2024-04-09,3.51,3.7,3.81,3.89,
2024-04-08,3.52,3.71,3.83,3.9,
2024-04-05,3.52,3.68,3.8,3.87,
2024-04-04,3.5,3.68,3.8,3.87,
2024-04-03,3.52,3.69,3.81,3.87,
2024-04-02,3.5,3.68,3.79,3.87,
2024-04-01,3.49,3.67,3.78,3.85,
2024-03-29,3.5,3.59,3.77,3.85,
2024-03-28,3.49,3.58,3.77,3.85,
2024-03-27,3.49,3.58,3.77,3.85,
2024-03-26,3.48,3.58,3.76,3.85,
2024-03-25,3.48,3.57,3.76,3.85,
2024-03-22,3.48,3.58,3.76,3.85,
2024-03-21,3.47,3.56,3.75,3.85,
2024-03-20,3.48,3.58,3.76,3.88,
2024-03-19,3.48,3.58,3.76,3.89,
2024-03-18,3.43,3.55,3.77,3.87,
2024-03-15,3.46,3.59,3.76,3.87,
2024-03-14,3.46,3.56,3.77,3.85,
2024-03-13,3.43,3.56,3.74,3.84,
2024-03-12,3.44,3.55,3.74,3.82,
2024-03-11,3.44,3.55,3.73,3.81,
2024-03-08,3.45,3.55,3.73,3.82,
2024-03-07,3.45,3.55,3.75,3.84,
2024-03-06,3.46,3.56,3.76,3.84,
2024-03-05,3.48,3.57,3.78,3.85,
2024-03-04,3.48,3.56,3.77,3.84,
2024-03-01,3.5,3.55,3.79,3.85,
2024-02-29,3.49,3.58,3.78,3.86,
2024-02-28,3.5,3.58,3.79,3.88,
2024-02-27,3.49,3.6,3.79,3.87,
2024-02-26,3.43,3.59,3.8,3.87,
2024-02-23,3.49,3.59,3.83,3.9,
2024-02-22,3.49,3.59,3.82,3.86,
2024-02-21,3.44,3.58,3.81,3.87,
2024-02-20,3.4,3.55,3.79,3.86,
2024-02-19,3.39,3.54,3.77,3.85,
2024-02-16,3.39,3.55,3.77,3.85,
2024-02-15,3.4,3.54,3.77,3.82,
2024-02-14,3.4,3.55,3.79,3.85,
2024-02-13,3.38,3.55,3.77,3.82,
2024-02-12,3.38,3.54,3.77,3.81,
2024-02-09,3.38,3.54,3.77,3.81,
2024-02-08,3.41,3.54,3.77,3.81,
2024-02-07,3.39,3.53,3.76,3.8,
2024-02-06,3.41,3.54,3.77,3.81,
2024-02-05,3.41,3.57,3.72,3.82,
2024-02-02,3.39,3.51,3.67,3.76,
2024-02-01,3.35,3.55,3.72,3.79,
2024-01-31,3.35,3.55,3.72,3.79,
2024-01-30,3.39,3.53,3.71,3.88,
2024-01-29,3.38,3.53,3.74,3.79,
2024-01-26,3.39,3.55,3.77,3.8,
2024-01-25,3.4,3.56,3.74,3.8,
2024-01-24,3.4,3.56,3.74,3.8,
2024-01-23,3.39,3.57,3.73,3.81,
2024-01-22,3.41,3.57,3.74,3.8,
2024-01-19,3.48,3.57,3.76,3.82,
2024-01-18,3.48,3.6,3.77,3.84,
2024-01-17,3.44,3.61,3.77,3.87,
2024-01-16,3.38,3.59,3.72,3.82,
2024-01-15,3.39,3.57,3.72,3.81,
2024-01-12,3.41,3.54,3.74,3.8,
2024-01-11,3.41,3.55,3.75,3.81,
2024-01-10,3.42,3.57,3.75,3.8,
2024-01-09,3.43,3.61,3.78,3.81,
2024-01-08,3.47,3.62,3.77,3.84,
2024-01-05,3.49,3.62,3.81,3.88,
2024-01-04,3.48,3.61,3.79,3.85,
2024-01-03,3.49,3.63,3.74,3.79,
2024-01-02,3.47,3.59,3.74,3.75,
2024-01-01,3.49,3.58,3.71,3.74,
2023-12-29,3.49,3.58,3.71,3.74,
2023-12-28,3.47,3.59,3.71,3.74,
2023-12-27,3.47,3.58,3.71,3.72,
2023-12-26,3.43,3.58,3.73,3.74,
2023-12-25,3.43,3.57,3.73,3.73,
2023-12-22,3.43,3.57,3.73,3.73,
2023-12-21,3.48,3.55,3.72,3.73,
2023-12-20,3.48,3.57,3.7,3.73,
2023-12-19,3.47,3.57,3.76,3.73,
2023-12-18,3.48,3.54,3.73,3.73,
2023-12-15,3.48,3.55,3.73,3.75,
2023-12-14,3.52,3.55,3.7,3.7,
2023-12-13,3.51,3.64,3.78,3.85,
2023-12-12,3.5,3.63,3.78,3.75,
2023-12-11,3.51,3.61,3.76,3.75,
2023-12-08,3.49,3.57,3.73,3.73,
2023-12-07,3.47,3.57,3.73,3.73,
2023-12-06,3.44,3.55,3.76,3.73,
2023-12-05,3.46,3.65,3.78,3.78,
2023-12-04,3.46,3.6,3.79,3.82,
2023-12-01,3.46,3.63,3.82,3.82,
2023-11-30,3.47,3.61,3.82,3.81,
2023-11-29,3.49,3.63,3.83,3.83,
2023-11-28,3.5,3.66,3.88,3.84,
2023-11-27,3.54,3.67,3.92,3.87,
2023-11-24,3.5,3.64,3.87,3.8,
2023-11-23,3.5,3.63,3.87,3.8,
2023-11-22,3.5,3.63,3.87,3.85,
2023-11-21,3.51,3.63,3.85,3.86,
2023-11-20,3.53,3.63,3.87,3.86,
2023-11-17,3.5,3.62,3.85,3.84,
2023-11-16,3.52,3.61,3.86,3.85,
2023-11-15,3.53,3.61,3.87,3.84,
2023-11-14,3.55,3.65,3.89,3.9,
2023-11-13,3.48,3.65,3.85,3.88,
2023-11-10,3.48,3.65,3.85,3.88,
2023-11-09,3.48,3.65,3.86,3.86,
2023-11-08,3.5,3.68,3.89,3.87,
2023-11-07,3.53,3.67,3.89,3.87,
2023-11-06,3.52,3.69,3.88,3.88,
2023-11-03,3.61,3.79,3.96,3.96,
2023-11-02,3.61,3.79,3.98,3.98,
2023-11-01,3.67,3.88,4.07,4.07,
2023-10-31,3.65,3.86,4.06,4.11,
2023-10-30,3.67,3.9,4.09,4.1,
2023-10-27,3.71,3.89,4.12,4.11,
2023-10-26,3.69,3.91,4.13,4.15,
2023-10-25,3.67,3.85,4.13,4.13,
2023-10-24,3.69,3.84,4.11,4.12,
2023-10-23,3.71,3.81,4.16,4.15,
2023-10-20,3.67,3.81,4.09,4.12,
2023-10-19,3.69,3.78,4.05,4.12,
2023-10-18,3.63,3.76,4.0,4.09,
2023-10-17,3.68,3.75,3.95,4.04,
2023-10-16,3.63,3.74,3.95,4.04,
2023-10-13,3.62,3.73,3.93,4.03,
2023-10-12,3.62,3.73,3.93,4.03,
2023-10-11,3.64,3.73,3.95,4.01,
2023-10-10,3.67,3.8,4.01,4.07,
2023-10-09,3.68,3.8,4.01,4.06,
2023-10-06,3.67,3.81,4.01,4.05,
2023-10-05,3.67,3.85,4.03,4.1,
2023-10-04,3.72,3.83,4.02,4.12,
2023-10-03,3.62,3.76,3.93,4.01,
2023-10-02,3.56,3.72,3.88,3.97,
2023-09-29,3.55,3.68,3.89,3.97,
2023-09-28,3.53,3.69,3.88,3.98,
2023-09-27,3.53,3.69,3.88,3.98,
2023-09-26,3.58,3.76,3.86,3.98,
2023-09-25,3.57,3.7,3.86,3.99,
2023-09-22,3.57,3.7,3.89,4.01,
2023-09-21,3.58,3.71,3.85,3.98,
2023-09-20,3.55,3.69,3.83,3.94,
2023-09-19,3.52,3.67,3.8,3.9,
2023-09-18,3.52,3.67,3.81,3.87,
2023-09-15,3.5,3.64,3.78,3.9,
2023-09-14,3.5,3.64,3.78,3.88,
2023-09-13,3.5,3.65,3.78,3.9,
2023-09-12,3.51,3.61,3.78,3.88,
2023-09-11,3.48,3.62,3.76,3.87,
2023-09-08,3.47,3.59,3.73,3.85,
2023-09-07,3.47,3.63,3.74,3.86,
2023-09-06,3.47,3.61,3.75,3.86,
2023-09-05,3.48,3.6,3.73,3.84,
2023-09-04,3.48,3.6,3.73,3.84,
2023-09-01,3.47,3.58,3.74,3.83,
2023-08-31,3.45,3.59,3.74,3.84,
2023-08-30,3.45,3.59,3.74,3.84,
2023-08-29,3.46,3.59,3.77,3.83,
2023-08-28,3.46,3.6,3.77,3.85,
2023-08-25,3.46,3.6,3.77,3.86,
2023-08-24,3.46,3.6,3.77,3.85,
2023-08-23,3.47,3.61,3.75,3.85,
2023-08-22,3.47,3.64,3.76,3.86,
2023-08-21,3.48,3.64,3.76,3.88,
2023-08-18,3.48,3.65,3.76,3.87,
2023-08-17,3.51,3.66,3.78,3.88,
2023-08-16,3.5,3.65,3.76,3.86,
2023-08-15,3.49,3.65,3.8,3.86,
2023-08-14,3.49,3.64,3.76,3.87,
2023-08-11,3.48,3.6,3.76,3.84,
2023-08-10,3.46,3.59,3.73,3.83,
2023-08-09,3.47,3.61,3.74,3.84,
2023-08-08,3.48,3.6,3.76,3.86,
2023-08-07,3.48,3.59,3.78,3.86,
2023-08-04,3.49,3.6,3.78,3.87,
2023-08-03,3.48,3.61,3.77,3.87,
2023-08-02,3.5,3.6,3.76,3.84,
2023-08-01,3.49,3.6,3.77,3.84,
2023-07-31,3.49,3.6,3.76,3.84,
2023-07-28,3.5,3.62,3.76,3.83,
2023-07-27,3.41,3.56,3.72,3.8,
2023-07-26,3.43,3.59,3.76,3.81,
2023-07-25,3.41,3.58,3.75,3.82,
2023-07-24,3.39,3.58,3.73,3.8,
2023-07-21,3.39,3.58,3.74,3.83,
2023-07-20,3.37,3.55,3.75,3.81,
2023-07-19,3.38,3.55,3.7,3.81,
2023-07-18,3.38,3.55,3.7,3.81,
2023-07-17,3.36,3.56,3.71,3.81,
2023-07-14,3.36,3.53,3.68,3.81,
2023-07-13,3.41,3.58,3.7,3.8,
2023-07-12,3.43,3.59,3.73,3.86,
2023-07-11,3.49,3.61,3.78,3.88,
2023-07-10,3.48,3.66,3.79,3.9,
2023-07-07,3.55,3.68,3.79,3.9,
2023-07-06,3.5,3.7,3.78,3.89,
2023-07-05,3.54,3.68,3.81,3.89,
2023-07-04,3.52,3.62,3.78,3.87,
2023-07-03,3.49,3.64,3.74,3.86,
2023-06-30,3.5,3.6,3.73,3.85,
2023-06-29,3.46,3.58,3.68,3.82,
2023-06-28,3.46,3.58,3.68,3.82,
2023-06-27,3.47,3.59,3.68,3.82,
2023-06-26,3.47,3.59,3.73,3.84,
2023-06-23,3.48,3.61,3.73,3.82,
2023-06-22,3.47,3.58,3.73,3.81,
2023-06-21,3.48,3.56,3.71,3.78,
2023-06-20,3.46,3.56,3.69,3.76,
2023-06-19,3.46,3.53,3.67,3.76,
2023-06-16,3.44,3.53,3.67,3.75,
2023-06-15,3.46,3.54,3.68,3.73,
2023-06-14,3.46,3.5,3.64,3.71,
2023-06-13,3.46,3.52,3.64,3.72,
2023-06-12,3.46,3.53,3.61,3.73,
2023-06-09,3.45,3.53,3.64,3.72,
2023-06-08,3.43,3.54,3.64,3.75,
2023-06-07,3.42,3.51,3.59,3.7,
2023-06-06,3.4,3.48,3.59,3.67,
2023-06-05,3.4,3.47,3.59,3.69,
2023-06-02,3.4,3.47,3.59,3.69,
2023-06-01,3.4,3.48,3.61,3.71,
2023-05-31,3.4,3.47,3.61,3.7,
2023-05-30,3.41,3.47,3.64,3.74,
2023-05-29,3.42,3.48,3.69,3.75,
2023-05-26,3.45,3.47,3.68,3.76,
2023-05-25,3.43,3.52,3.71,3.81,
2023-05-24,3.42,3.51,3.7,3.76,
2023-05-23,3.42,3.53,3.73,3.8,
2023-05-22,3.4,3.49,3.67,3.75,
2023-05-19,3.42,3.49,3.69,3.76,
2023-05-18,3.42,3.48,3.69,3.69,
2023-05-17,3.41,3.51,3.64,3.68,
2023-05-16,3.39,3.46,3.61,3.65,
2023-05-15,3.39,3.45,3.61,3.65,
2023-05-12,3.37,3.45,3.59,3.64,
2023-05-11,3.36,3.46,3.62,3.69,
2023-05-10,3.37,3.47,3.61,3.72,
2023-05-09,3.35,3.44,3.63,3.7,
2023-05-08,3.35,3.44,3.63,3.69,
2023-05-05,3.34,3.45,3.61,3.71,
2023-05-04,3.32,3.46,3.63,3.7,
2023-05-03,3.32,3.46,3.63,3.7,
2023-05-02,3.31,3.44,3.64,3.74,
2023-05-01,3.31,3.43,3.64,3.73,
2023-04-28,3.31,3.43,3.64,3.73,
2023-04-27,3.33,3.43,3.65,3.74,
2023-04-26,3.33,3.43,3.64,3.72,
2023-04-25,3.32,3.41,3.65,3.76,
2023-04-24,3.33,3.48,3.7,3.82,
2023-04-21,3.33,3.48,3.7,3.82,
2023-04-20,3.33,3.48,3.7,3.82,
2023-04-19,3.33,3.52,3.72,3.87,
2023-04-18,3.31,3.51,3.73,3.89,
2023-04-17,3.34,3.52,3.71,3.86,
2023-04-14,3.32,3.47,3.71,3.83,
2023-04-13,3.32,3.51,3.69,3.82,
2023-04-12,3.35,3.53,3.73,3.86,
2023-04-11,3.36,3.52,3.69,3.87,
2023-04-10,3.34,3.5,3.71,3.84,
2023-04-07,3.35,3.5,3.7,3.87,
2023-04-06,3.37,3.5,3.69,3.85,
2023-04-05,3.4,3.5,3.69,3.89,
2023-04-04,3.4,3.54,3.76,3.9,
2023-04-03,3.4,3.54,3.79,3.93,
2023-03-31,3.38,3.55,3.74,3.91,
2023-03-30,3.35,3.52,3.81,3.93,
2023-03-29,3.35,3.53,3.81,3.9,
2023-03-28,3.33,3.49,3.77,3.89,
2023-03-27,3.34,3.48,3.76,3.88,
2023-03-24,3.34,3.49,3.75,3.87,
2023-03-23,3.37,3.5,3.79,3.88,
2023-03-22,3.41,3.51,3.81,3.93,
2023-03-21,3.42,3.53,3.81,3.95,
2023-03-20,3.39,3.51,3.81,3.93,
2023-03-17,3.44,3.57,3.83,3.94,
2023-03-16,3.44,3.56,3.81,3.91,
2023-03-15,3.44,3.5,3.81,3.88,
2023-03-14,3.4,3.46,3.77,3.85,
2023-03-13,3.43,3.52,3.77,3.89,
2023-03-10,3.47,3.57,3.82,3.94,
2023-03-09,3.53,3.65,3.9,4.02,
2023-03-08,3.57,3.71,3.94,4.04,
2023-03-07,3.53,3.66,3.9,4.02,
2023-03-06,3.53,3.68,3.9,4.05,
2023-03-03,3.5,3.72,3.9,4.05,
2023-03-02,3.5,3.69,3.86,4.01,
2023-03-01,3.5,3.65,3.8,3.92,
2023-02-28,3.52,3.67,3.79,3.91,
2023-02-27,3.51,3.65,3.8,3.95,
2023-02-24,3.48,3.63,3.77,3.93,
2023-02-23,3.49,3.61,3.78,3.92,
2023-02-22,3.49,3.65,3.79,3.91,
2023-02-21,3.46,3.6,3.77,3.89,
2023-02-20,3.43,3.59,3.75,3.88,
2023-02-17,3.4,3.62,3.78,3.92,
2023-02-16,3.44,3.57,3.73,3.92,
2023-02-15,3.47,3.63,3.79,3.9,
2023-02-14,3.43,3.59,3.8,3.88,
2023-02-13,3.43,3.62,3.8,3.9,
2023-02-10,3.35,3.57,3.74,3.78,
2023-02-09,3.37,3.54,3.69,3.79,
2023-02-08,3.36,3.47,3.69,3.81,
2023-02-07,3.37,3.56,3.68,3.79,
2023-02-06,3.33,3.45,3.63,3.76,
2023-02-03,3.33,3.45,3.63,3.76,
2023-02-02,3.4,3.44,3.63,3.76,
2023-02-01,3.39,3.55,3.69,3.8,
2023-01-31,3.39,3.55,3.69,3.8,
2023-01-30,3.36,3.57,3.63,3.77,
2023-01-27,3.37,3.53,3.64,3.79,
2023-01-26,3.34,3.51,3.66,3.73,
2023-01-25,3.32,3.49,3.71,3.73,
2023-01-24,3.31,3.42,3.67,3.72,
2023-01-23,3.31,3.42,3.67,3.72,
2023-01-20,3.31,3.42,3.67,3.72,
2023-01-19,3.33,3.52,3.69,3.72,
2023-01-18,3.49,3.7,3.92,3.93,
2023-01-17,3.53,3.79,3.96,3.97,
2023-01-16,3.54,3.8,3.98,3.96,
2023-01-13,3.53,3.77,3.94,3.94,
2023-01-12,3.54,3.79,3.96,3.97,
2023-01-11,3.54,3.8,3.97,3.96,
2023-01-10,3.51,3.78,3.98,3.94,
2023-01-09,3.53,3.75,3.95,3.96,
2023-01-06,3.59,3.82,4.0,4.02,
2023-01-05,3.62,3.79,3.96,4.02,
2023-01-04,3.6,3.74,3.94,3.99,
2023-01-03,3.59,3.77,3.96,4.01,
2023-01-02,3.67,3.84,4.03,4.07,
2022-12-30,3.67,3.84,4.03,4.07,
2022-12-29,3.66,3.85,4.0,4.08,
2022-12-28,3.64,3.85,4.0,4.11,
2022-12-27,3.64,3.82,3.97,4.07,
2022-12-26,3.64,3.82,3.97,4.07,
2022-12-23,3.64,3.82,3.97,4.07,
2022-12-22,3.67,3.82,3.99,4.05,
2022-12-21,3.69,3.84,3.99,4.06,
2022-12-20,3.67,3.84,3.97,4.05,
2022-12-19,3.69,3.75,3.97,3.98,
2022-12-16,3.67,3.75,3.97,4.0,
2022-12-15,3.69,3.76,3.96,4.01,
2022-12-14,3.69,3.82,3.98,4.06,
2022-12-13,3.7,3.86,4.04,4.12,
2022-12-12,3.73,3.85,4.02,4.09,
2022-12-09,3.65,3.88,3.98,4.06,
2022-12-08,3.64,3.83,3.99,4.06,
2022-12-07,3.64,3.87,4.0,4.06,
2022-12-06,3.61,3.87,3.95,4.04,
2022-12-05,3.65,3.87,3.97,4.04,
2022-12-02,3.67,3.89,3.97,4.02,
2022-12-01,3.72,3.99,3.95,4.04,
2022-11-30,3.81,3.93,4.07,4.11,
2022-11-29,3.81,4.0,4.13,4.13,
2022-11-28,3.82,3.97,4.08,4.1,
2022-11-25,3.82,3.97,4.08,4.1,
2022-11-24,3.86,3.98,4.09,4.13,
2022-11-23,3.91,4.19,4.25,4.38,
2022-11-22,3.91,4.29,4.32,4.38,
2022-11-21,3.96,4.29,4.32,4.34,
2022-11-18,3.81,4.17,4.24,4.26,
2022-11-17,3.81,4.17,4.24,4.26,
2022-11-16,3.8,4.15,4.22,4.31,
2022-11-15,3.8,4.19,4.29,4.34,
2022-11-14,3.88,4.25,4.32,4.39,
2022-11-11,3.92,4.24,4.3,4.4,
2022-11-10,3.93,4.28,4.43,4.49,
2022-11-09,3.95,4.31,4.45,4.49,
2022-11-08,3.99,4.29,4.45,4.51,
2022-11-07,3.95,4.27,4.4,4.45,
2022-11-04,3.87,4.21,4.34,4.35,
2022-11-03,3.76,4.14,4.25,4.35,
2022-11-02,3.76,4.06,4.25,4.29,
2022-11-01,3.81,4.14,4.27,4.31,
2022-10-31,3.79,4.17,4.26,4.37,
2022-10-28,3.82,4.13,4.28,4.33,
2022-10-27,3.85,4.14,4.26,4.33,
2022-10-26,3.87,4.2,4.3,4.39,
2022-10-25,3.93,4.27,4.36,4.52,
2022-10-24,3.93,4.32,4.4,4.57,
2022-10-21,3.93,4.32,4.4,4.57,
2022-10-20,3.93,4.3,4.4,4.5,
2022-10-19,3.94,4.25,4.37,4.45,
2022-10-18,3.9,4.25,4.31,4.46,
2022-10-17,3.94,4.25,4.33,4.48,
2022-10-14,3.93,4.25,4.36,4.46,
2022-10-13,3.92,4.21,4.27,4.45,
2022-10-12,3.9,4.23,4.28,4.43,
2022-10-11,3.88,4.25,4.28,4.43,
2022-10-10,3.86,4.15,4.28,4.33,
2022-10-07,3.86,4.15,4.28,4.33,
2022-10-06,3.82,4.09,4.18,4.38,
2022-10-05,3.8,4.05,4.17,4.32,
2022-10-04,3.8,4.03,4.17,4.34,
2022-10-03,3.8,4.1,4.24,4.45,
2022-09-30,3.77,4.04,4.22,4.41,
2022-09-29,3.77,4.06,4.37,4.43,
2022-09-28,3.82,4.2,4.41,4.42,
2022-09-27,3.77,4.17,4.37,4.34,
2022-09-26,3.74,4.16,4.41,4.34,
2022-09-23,3.66,4.1,4.3,4.27,
2022-09-22,3.56,4.04,4.22,4.24,
2022-09-21,3.53,3.96,4.07,4.2,
2022-09-20,3.45,3.92,4.1,4.18,
2022-09-19,3.31,3.9,4.06,4.2,
2022-09-16,3.36,3.84,4.04,4.13,
2022-09-15,3.36,3.84,4.04,4.13,
2022-09-14,3.38,3.77,3.98,4.11,
2022-09-13,3.36,3.76,3.91,4.02,
2022-09-12,3.33,3.76,3.91,4.06,
2022-09-09,3.34,3.75,3.91,4.03,
2022-09-08,3.35,3.78,3.96,4.05,
2022-09-07,3.39,3.84,3.98,4.11,
2022-09-06,3.34,3.79,3.93,4.03,
2022-09-05,3.34,3.77,3.9,4.03,
2022-09-02,3.33,3.76,3.9,4.03,
2022-09-01,3.3,3.72,3.92,4.0,
2022-08-31,3.34,3.72,3.88,3.98,
2022-08-30,3.34,3.72,3.88,3.98,
2022-08-29,3.29,3.77,3.95,4.02,
2022-08-26,3.31,3.69,3.85,3.96,
2022-08-25,3.35,3.69,3.89,3.96,
2022-08-24,3.36,3.7,3.89,3.98,
2022-08-23,3.37,3.69,3.9,3.99,
2022-08-22,3.39,3.7,3.91,3.98,
2022-08-19,3.37,3.7,3.89,3.96,
2022-08-18,3.45,3.73,3.9,3.96,
2022-08-17,3.49,3.73,3.9,3.96,
2022-08-16,3.47,3.73,3.9,3.95,
2022-08-15,3.47,3.75,3.92,3.94,
2022-08-12,3.5,3.75,3.92,3.98,
2022-08-11,3.48,3.77,3.91,3.95,
2022-08-10,3.5,3.78,3.88,3.97,
2022-08-09,3.51,3.78,3.92,3.94,
2022-08-08,3.54,3.78,3.91,3.96,
2022-08-05,3.48,3.79,3.93,3.93,
2022-08-04,3.5,3.8,3.93,3.95,
2022-08-03,3.52,3.74,3.93,3.95,
2022-08-02,3.49,3.71,3.83,3.89,
2022-08-01,3.51,3.72,3.87,3.9,
2022-07-29,3.5,3.71,3.84,3.88,
2022-07-28,3.5,3.7,3.89,3.94,
2022-07-27,3.5,3.75,3.95,3.97,
2022-07-26,3.51,3.72,3.93,3.93,
2022-07-25,3.51,3.74,3.94,3.96,
2022-07-22,3.55,3.73,3.97,4.01,
2022-07-21,3.55,3.74,3.99,4.03,
2022-07-20,3.54,3.73,3.99,4.06,
2022-07-19,3.52,3.74,3.96,4.05,
2022-07-18,3.5,3.71,3.96,3.99,
2022-07-15,3.48,3.77,3.99,4.06,
2022-07-14,3.48,3.75,3.99,4.07,
2022-07-13,3.46,3.72,3.99,4.04,
2022-07-12,3.45,3.78,4.0,4.07,
2022-07-11,3.47,3.82,4.06,4.14,
2022-07-08,3.47,3.82,4.06,4.14,
2022-07-07,3.47,3.84,4.04,4.16,
2022-07-06,3.46,3.81,4.03,4.13,
2022-07-05,3.51,3.92,4.16,4.2,
2022-07-04,3.48,3.89,4.13,4.23,
2022-07-01,3.47,3.89,4.16,4.22,
2022-06-30,3.51,3.96,4.21,4.26,
2022-06-29,3.47,3.96,4.23,4.25,
2022-06-28,3.49,3.92,4.16,4.24,
2022-06-27,3.47,3.91,4.1,4.24,
2022-06-24,3.49,3.86,4.12,4.21,
2022-06-23,3.48,3.84,4.14,4.2,
2022-06-22,3.49,3.9,4.22,4.29,
2022-06-21,3.53,3.99,4.28,4.32,
2022-06-20,3.59,4.04,4.28,4.34,
2022-06-17,3.59,3.92,4.31,4.34,
2022-06-16,3.56,3.88,4.33,4.36,
2022-06-15,3.57,3.92,4.31,4.33,
2022-06-14,3.58,3.97,4.41,4.39,
2022-06-13,3.57,4.0,4.3,4.4,
2022-06-10,3.47,3.75,4.11,4.24,
2022-06-09,3.45,3.76,4.13,4.22,
2022-06-08,3.46,3.73,4.13,4.21,
2022-06-07,3.44,3.74,4.15,4.27,
2022-06-06,3.44,3.73,4.1,4.21,
2022-06-03,3.44,3.73,4.1,4.21,
2022-06-02,3.48,3.75,4.13,4.23,
2022-06-01,3.48,3.75,4.08,4.21,
2022-05-31,3.46,3.74,4.04,4.17,
2022-05-30,3.43,3.67,3.94,4.13,
2022-05-27,3.48,3.75,3.94,4.14,
2022-05-26,3.48,3.66,3.96,4.12,
2022-05-25,3.47,3.68,3.99,4.13,
2022-05-24,3.5,3.77,4.07,4.22,
2022-05-23,3.49,3.73,4.17,4.24,
2022-05-20,3.54,3.79,4.27,4.32,
2022-05-19,3.61,3.86,4.32,4.4,
2022-05-18,3.67,4.01,4.43,4.38,
2022-05-17,3.69,3.99,4.44,4.45,
2022-05-16,3.64,3.95,4.45,4.45,
2022-05-13,3.64,3.95,4.45,4.45,
2022-05-12,3.75,4.03,4.43,4.45,
2022-05-11,3.78,4.11,4.51,4.44,
2022-05-10,3.71,4.09,4.47,4.36,
2022-05-09,3.81,4.14,4.64,4.34,
2022-05-06,3.81,4.09,4.63,4.38,
2022-05-05,3.5,3.96,4.48,4.32,
2022-05-04,3.49,3.89,4.43,4.38,
2022-05-03,3.49,3.89,4.43,4.38,
2022-05-02,3.49,3.89,4.43,4.38,
2022-04-29,3.49,3.89,4.43,4.38,
2022-04-28,3.58,3.91,4.33,4.44,
2022-04-27,3.59,3.89,4.37,4.29,
2022-04-26,3.6,3.94,4.39,4.25,
2022-04-25,3.57,3.88,4.26,4.25,
2022-04-22,3.53,3.83,4.26,4.18,
2022-04-21,3.41,3.74,4.16,4.13,
2022-04-20,3.41,3.7,4.1,4.2,
2022-04-19,3.4,3.61,4.03,4.13,
2022-04-18,3.4,3.61,4.03,4.13,
2022-04-15,3.34,3.57,3.95,4.09,
2022-04-14,3.3,3.51,3.92,4.05,
2022-04-13,3.3,3.58,3.94,4.06,
2022-04-12,3.27,3.6,3.96,4.09,
2022-04-11,3.27,3.53,3.92,3.99,
2022-04-08,3.2,3.47,3.87,4.0,
2022-04-07,3.2,3.42,3.83,4.03,
2022-04-06,3.22,3.49,3.86,4.03,
2022-04-05,3.19,3.46,3.81,3.94,
2022-04-04,3.21,3.43,3.78,3.93,
2022-04-01,3.18,3.42,3.76,3.9,
2022-03-31,3.19,3.4,3.76,3.85,
2022-03-30,2.87,3.51,3.82,3.9,
2022-03-29,2.87,3.53,3.86,3.94,
2022-03-28,2.84,3.59,3.88,3.96,
2022-03-25,2.73,3.43,3.72,3.87,
2022-03-24,2.77,3.4,3.69,3.82,
2022-03-23,2.75,3.39,3.67,3.76,
2022-03-22,2.72,3.38,3.61,3.74,
2022-03-21,2.7,3.3,3.56,3.7,
2022-03-18,2.67,3.3,3.55,3.69,
2022-03-17,2.68,3.31,3.55,3.7,
2022-03-16,2.66,3.3,3.55,3.68,
2022-03-15,2.68,3.31,3.54,3.69,
2022-03-14,2.68,3.31,3.54,3.68,
2022-03-11,2.65,3.27,3.54,3.67,
2022-03-10,2.65,3.27,3.54,3.67,
2022-03-09,2.68,3.28,3.54,3.67,
2022-03-08,2.7,3.29,3.52,3.67,
2022-03-07,2.75,3.29,3.53,3.64,
