Date,3Y,5Y,7Y,10Y
2024-05-08,3.53,3.7,3.8,3.91
2024-05-07,3.53,3.7,3.8,3.92
2024-05-06,3.53,3.69,3.8,3.92
2024-05-03,3.56,3.71,3.88,3.95
2024-05-02,3.57,3.74,3.88,3.97
2024-05-01,3.59,3.78,3.89,3.98
2024-04-30,3.59,3.78,3.89,3.98
2024-04-29,3.6,3.79,3.9,3.99
2024-04-26,3.61,3.79,3.9,3.99
2024-04-25,3.6,3.75,3.9,3.97
2024-04-24,3.51,3.73,3.87,3.96
2024-04-23,3.51,3.71,3.85,3.95
2024-04-22,3.49,3.71,3.85,3.95
2024-04-19,3.49,3.71,3.87,3.94
2024-04-18,3.49,3.7,3.87,3.95
2024-04-17,3.51,3.7,3.87,3.98
2024-04-16,3.49,3.69,3.85,3.94
2024-04-15,3.5,3.65,3.82,3.91
2024-04-12,3.5,3.64,3.82,3.92
2024-04-11,3.46,3.63,3.8,3.89
2024-04-10,3.46,3.63,3.8,3.89
2024-04-09,3.46,3.63,3.8,3.89
2024-04-08,3.47,3.61,3.81,3.89
2024-04-05,3.45,3.61,3.76,3.87
2024-04-04,3.46,3.62,3.76,3.88
2024-04-03,3.46,3.62,3.78,3.88
2024-04-02,3.45,3.61,3.76,3.86
2024-04-01,3.44,3.6,3.75,3.85
2024-03-29,3.44,3.6,3.75,3.85
2024-03-28,3.43,3.61,3.75,3.87
2024-03-27,3.43,3.61,3.75,3.87
2024-03-26,3.44,3.6,3.75,3.86
2024-03-25,3.44,3.59,3.74,3.86
2024-03-22,3.44,3.6,3.75,3.86
2024-03-21,3.44,3.6,3.75,3.86
2024-03-20,3.45,3.61,3.77,3.89
2024-03-19,3.45,3.62,3.77,3.88
2024-03-18,3.45,3.61,3.76,3.87
2024-03-15,3.45,3.61,3.77,3.86
2024-03-14,3.46,3.6,3.75,3.85
2024-03-13,3.45,3.59,3.75,3.85
2024-03-12,3.43,3.57,3.74,3.84
2024-03-11,3.43,3.56,3.74,3.83
2024-03-08,3.42,3.57,3.74,3.83
2024-03-07,3.43,3.58,3.75,3.84
2024-03-06,3.43,3.58,3.76,3.84
2024-03-05,3.45,3.62,3.78,3.86
2024-03-04,3.45,3.62,3.77,3.84
2024-03-01,3.46,3.62,3.78,3.84
2024-02-29,3.47,3.61,3.79,3.86
2024-02-28,3.49,3.63,3.78,3.88
2024-02-27,3.49,3.61,3.79,3.88
2024-02-26,3.49,3.61,3.8,3.88
2024-02-23,3.48,3.71,3.81,3.89
2024-02-22,3.45,3.61,3.81,3.89
2024-02-21,3.48,3.6,3.77,3.88
2024-02-20,3.43,3.56,3.77,3.85
2024-02-19,3.41,3.56,3.76,3.85
2024-02-16,3.41,3.56,3.76,3.85
2024-02-15,3.4,3.56,3.76,3.85
2024-02-14,3.42,3.57,3.77,3.86
2024-02-13,3.43,3.56,3.73,3.84
2024-02-12,3.42,3.55,3.74,3.84
2024-02-09,3.42,3.55,3.74,3.84
2024-02-08,3.42,3.56,3.74,3.83
2024-02-07,3.43,3.57,3.74,3.84
2024-02-06,3.43,3.57,3.75,3.83
2024-02-05,3.45,3.58,3.75,3.85
2024-02-02,3.4,3.56,3.73,3.8
2024-02-01,3.43,3.57,3.75,3.82
2024-01-31,3.43,3.57,3.75,3.82
2024-01-30,3.43,3.57,3.75,3.82
2024-01-29,3.44,3.59,3.75,3.83
2024-01-26,3.44,3.59,3.75,3.85
2024-01-25,3.44,3.59,3.76,3.85
2024-01-24,3.44,3.59,3.76,3.85
2024-01-23,3.44,3.6,3.76,3.84
2024-01-22,3.46,3.59,3.76,3.83
2024-01-19,3.49,3.61,3.78,3.85
2024-01-18,3.48,3.62,3.79,3.87
2024-01-17,3.48,3.63,3.82,3.87
2024-01-16,3.44,3.58,3.78,3.85
2024-01-15,3.41,3.56,3.75,3.84
2024-01-12,3.41,3.59,3.76,3.82
2024-01-11,3.43,3.6,3.78,3.85
2024-01-10,3.43,3.61,3.77,3.84
2024-01-09,3.46,3.62,3.79,3.85
2024-01-08,3.47,3.63,3.82,3.88
2024-01-05,3.5,3.65,3.84,3.91
2024-01-04,3.5,3.64,3.82,3.88
2024-01-03,3.5,3.63,3.82,3.85
2024-01-02,3.49,3.6,3.79,3.8
2024-01-01,3.49,3.61,3.77,3.77
2023-12-29,3.49,3.61,3.77,3.77
2023-12-28,3.48,3.6,3.77,3.77
2023-12-27,3.51,3.64,3.76,3.77
2023-12-26,3.51,3.6,3.75,3.77
2023-12-25,3.5,3.6,3.75,3.77
2023-12-22,3.5,3.6,3.75,3.77
2023-12-21,3.49,3.59,3.75,3.77
2023-12-20,3.51,3.59,3.76,3.76
2023-12-19,3.5,3.59,3.76,3.76
2023-12-18,3.51,3.61,3.73,3.77
2023-12-15,3.5,3.6,3.73,3.77
2023-12-14,3.5,3.63,3.75,3.75
2023-12-13,3.55,3.69,3.84,3.9
2023-12-12,3.58,3.63,3.81,3.85
2023-12-11,3.53,3.63,3.77,3.79
2023-12-08,3.52,3.62,3.77,3.79
2023-12-07,3.53,3.6,3.76,3.82
2023-12-06,3.5,3.6,3.75,3.8
2023-12-05,3.56,3.64,3.8,3.83
2023-12-04,3.55,3.67,3.8,3.87
2023-12-01,3.54,3.68,3.87,3.86
2023-11-30,3.55,3.67,3.87,3.87
2023-11-29,3.57,3.69,3.87,3.89
2023-11-28,3.6,3.72,3.94,3.93
2023-11-27,3.61,3.73,3.99,3.96
2023-11-24,3.6,3.7,3.92,3.95
2023-11-23,3.58,3.7,3.91,3.92
2023-11-22,3.57,3.7,3.91,3.94
2023-11-21,3.57,3.7,3.9,3.93
2023-11-20,3.62,3.68,3.91,3.92
2023-11-17,3.57,3.69,3.89,3.92
2023-11-16,3.6,3.69,3.9,3.96
2023-11-15,3.58,3.69,3.9,3.96
2023-11-14,3.63,3.73,3.9,3.98
2023-11-13,3.59,3.76,3.9,3.98
2023-11-10,3.59,3.76,3.9,3.98
2023-11-09,3.53,3.7,3.9,3.95
2023-11-08,3.53,3.7,3.94,3.95
2023-11-07,3.56,3.73,3.93,3.92
2023-11-06,3.59,3.73,3.9,3.94
2023-11-03,3.63,3.77,3.98,3.99
2023-11-02,3.64,3.77,4.03,4.0
2023-11-01,3.72,3.86,4.06,4.09
2023-10-31,3.68,3.85,4.06,4.08
2023-10-30,3.72,3.88,4.1,4.09
2023-10-27,3.71,3.9,4.11,4.11
2023-10-26,3.72,3.91,4.12,4.09
2023-10-25,3.71,3.88,4.09,4.09
2023-10-24,3.71,3.88,4.1,4.11
2023-10-23,3.7,3.9,4.09,4.14
2023-10-20,3.7,3.83,4.09,4.11
2023-10-19,3.7,3.84,4.09,4.12
2023-10-18,3.69,3.8,3.95,4.09
2023-10-17,3.69,3.79,3.95,4.08
2023-10-16,3.66,3.79,3.96,4.07
2023-10-13,3.64,3.77,3.96,4.06
2023-10-12,3.64,3.75,3.95,4.07
2023-10-11,3.65,3.78,3.95,4.05
2023-10-10,3.68,3.81,3.97,4.07
2023-10-09,3.68,3.81,4.0,4.09
2023-10-06,3.67,3.84,4.01,4.11
2023-10-05,3.69,3.85,4.02,4.13
2023-10-04,3.68,3.88,4.02,4.11
2023-10-03,3.7,3.81,3.92,4.04
2023-10-02,3.61,3.79,3.92,4.03
2023-09-29,3.6,3.79,3.93,4.0
2023-09-28,3.58,3.8,3.9,4.01
2023-09-27,3.58,3.8,3.9,4.01
2023-09-26,3.58,3.82,3.88,4.01
2023-09-25,3.59,3.77,3.88,4.0
2023-09-22,3.59,3.75,3.94,4.02
2023-09-21,3.6,3.74,3.9,3.99
2023-09-20,3.57,3.74,3.87,3.95
2023-09-19,3.55,3.71,3.84,3.93
2023-09-18,3.55,3.69,3.81,3.93
2023-09-15,3.56,3.69,3.81,3.92
2023-09-14,3.54,3.69,3.81,3.91
2023-09-13,3.55,3.69,3.81,3.91
2023-09-12,3.54,3.68,3.81,3.91
2023-09-11,3.5,3.67,3.81,3.9
2023-09-08,3.49,3.66,3.8,3.88
2023-09-07,3.49,3.66,3.8,3.89
2023-09-06,3.49,3.66,3.8,3.9
2023-09-05,3.5,3.64,3.8,3.89
2023-09-04,3.47,3.64,3.81,3.86
2023-09-01,3.47,3.63,3.79,3.86
2023-08-31,3.46,3.62,3.79,3.88
2023-08-30,3.46,3.62,3.79,3.88
2023-08-29,3.48,3.62,3.79,3.88
2023-08-28,3.47,3.63,3.79,3.88
2023-08-25,3.47,3.64,3.79,3.88
2023-08-24,3.45,3.64,3.79,3.88
2023-08-23,3.5,3.65,3.79,3.88
2023-08-22,3.5,3.64,3.79,3.89
2023-08-21,3.45,3.64,3.79,3.87
2023-08-18,3.5,3.67,3.8,3.87
2023-08-17,3.51,3.69,3.82,3.91
2023-08-16,3.51,3.71,3.81,3.89
2023-08-15,3.5,3.71,3.81,3.9
2023-08-14,3.49,3.68,3.82,3.89
2023-08-11,3.46,3.64,3.78,3.86
2023-08-10,3.46,3.63,3.78,3.86
2023-08-09,3.47,3.66,3.79,3.86
2023-08-08,3.47,3.65,3.79,3.88
2023-08-07,3.5,3.65,3.79,3.86
2023-08-04,3.48,3.67,3.81,3.87
2023-08-03,3.52,3.69,3.82,3.9
2023-08-02,3.52,3.65,3.81,3.86
2023-08-01,3.51,3.65,3.79,3.85
2023-07-31,3.48,3.65,3.8,3.86
2023-07-28,3.48,3.66,3.79,3.86
2023-07-27,3.44,3.61,3.77,3.84
2023-07-26,3.45,3.63,3.79,3.85
2023-07-25,3.44,3.63,3.8,3.88
2023-07-24,3.44,3.6,3.79,3.87
2023-07-21,3.44,3.64,3.81,3.87
2023-07-20,3.44,3.62,3.79,3.85
2023-07-19,3.43,3.62,3.75,3.85
2023-07-18,3.43,3.62,3.75,3.85
2023-07-17,3.43,3.6,3.73,3.84
2023-07-14,3.43,3.61,3.73,3.82
2023-07-13,3.45,3.62,3.73,3.83
2023-07-12,3.47,3.64,3.77,3.89
2023-07-11,3.51,3.67,3.78,3.89
2023-07-10,3.56,3.7,3.8,3.91
2023-07-07,3.56,3.71,3.88,3.96
2023-07-06,3.5,3.7,3.81,3.89
2023-07-05,3.54,3.75,3.82,3.93
2023-07-04,3.52,3.73,3.83,3.93
2023-07-03,3.5,3.71,3.81,3.9
2023-06-30,3.48,3.7,3.81,3.88
2023-06-29,3.47,3.68,3.77,3.84
2023-06-28,3.47,3.68,3.77,3.84
2023-06-27,3.47,3.64,3.77,3.85
2023-06-26,3.49,3.64,3.77,3.85
2023-06-23,3.48,3.61,3.77,3.87
2023-06-22,3.48,3.55,3.76,3.87
2023-06-21,3.47,3.55,3.77,3.85
2023-06-20,3.47,3.55,3.75,3.87
2023-06-19,3.45,3.55,3.73,3.86
2023-06-16,3.45,3.55,3.73,3.85
2023-06-15,3.48,3.58,3.73,3.85
2023-06-14,3.46,3.56,3.72,3.83
2023-06-13,3.47,3.56,3.71,3.81
2023-06-12,3.48,3.58,3.68,3.81
2023-06-09,3.48,3.58,3.68,3.81
2023-06-08,3.49,3.58,3.68,3.82
2023-06-07,3.34,3.54,3.68,3.8
2023-06-06,3.32,3.54,3.68,3.8
2023-06-05,3.32,3.52,3.69,3.8
2023-06-02,3.32,3.52,3.69,3.8
2023-06-01,3.32,3.53,3.71,3.8
2023-05-31,3.3,3.52,3.69,3.79
2023-05-30,3.36,3.52,3.7,3.81
2023-05-29,3.38,3.53,3.71,3.83
2023-05-26,3.38,3.55,3.73,3.86
2023-05-25,3.38,3.58,3.8,3.88
2023-05-24,3.35,3.55,3.78,3.85
2023-05-23,3.35,3.55,3.78,3.87
2023-05-22,3.35,3.56,3.76,3.82
2023-05-19,3.31,3.56,3.8,3.84
2023-05-18,3.31,3.57,3.76,3.84
2023-05-17,3.33,3.55,3.72,3.8
2023-05-16,3.3,3.52,3.7,3.79
2023-05-15,3.31,3.51,3.71,3.78
2023-05-12,3.28,3.51,3.69,3.77
2023-05-11,3.29,3.51,3.7,3.79
2023-05-10,3.31,3.53,3.72,3.82
2023-05-09,3.26,3.52,3.71,3.79
2023-05-08,3.21,3.52,3.72,3.79
2023-05-05,3.28,3.52,3.71,3.8
2023-05-04,3.28,3.51,3.74,3.83
2023-05-03,3.28,3.51,3.74,3.83
2023-05-02,3.2,3.5,3.72,3.83
2023-05-01,3.2,3.49,3.72,3.81
2023-04-28,3.2,3.49,3.72,3.81
2023-04-27,3.19,3.51,3.73,3.85
2023-04-26,3.2,3.49,3.71,3.84
2023-04-25,3.2,3.49,3.73,3.85
2023-04-24,3.21,3.53,3.76,3.88
2023-04-21,3.21,3.53,3.76,3.88
2023-04-20,3.21,3.53,3.76,3.88
2023-04-19,3.26,3.57,3.8,3.91
2023-04-18,3.26,3.58,3.8,3.92
2023-04-17,3.23,3.57,3.79,3.9
2023-04-14,3.23,3.54,3.77,3.88
2023-04-13,3.23,3.54,3.76,3.89
2023-04-12,3.27,3.56,3.8,3.91
2023-04-11,3.27,3.56,3.78,3.92
2023-04-10,3.27,3.57,3.78,3.91
2023-04-07,3.27,3.57,3.8,3.93
2023-04-06,3.27,3.55,3.79,3.91
2023-04-05,3.27,3.56,3.81,3.95
2023-04-04,3.32,3.62,3.84,3.97
2023-04-03,3.3,3.6,3.85,3.97
2023-03-31,3.3,3.6,3.87,3.96
2023-03-30,3.3,3.61,3.87,3.96
2023-03-29,3.31,3.6,3.87,3.95
2023-03-28,3.28,3.56,3.84,3.93
2023-03-27,3.3,3.56,3.83,3.93
2023-03-24,3.29,3.56,3.83,3.92
2023-03-23,3.32,3.56,3.83,3.95
2023-03-22,3.33,3.59,3.87,3.95
2023-03-21,3.35,3.6,3.87,3.96
2023-03-20,3.34,3.62,3.85,3.94
2023-03-17,3.39,3.64,3.85,3.99
2023-03-16,3.34,3.58,3.86,3.96
2023-03-15,3.39,3.58,3.84,3.92
2023-03-14,3.37,3.54,3.81,3.92
2023-03-13,3.4,3.56,3.84,3.93
2023-03-10,3.44,3.6,3.85,3.98
2023-03-09,3.48,3.68,3.86,4.05
2023-03-08,3.51,3.71,3.89,4.07
2023-03-07,3.46,3.65,3.89,4.04
2023-03-06,3.47,3.65,3.91,4.08
2023-03-03,3.5,3.68,3.91,4.1
2023-03-02,3.48,3.63,3.88,4.05
2023-03-01,3.44,3.59,3.83,3.98
2023-02-28,3.47,3.62,3.85,4.0
2023-02-27,3.44,3.62,3.8,4.0
2023-02-24,3.43,3.58,3.81,3.95
2023-02-23,3.42,3.59,3.8,3.97
2023-02-22,3.44,3.56,3.81,3.98
2023-02-21,3.45,3.57,3.81,3.96
2023-02-20,3.43,3.6,3.81,3.96
2023-02-17,3.45,3.6,3.84,3.99
2023-02-16,3.4,3.58,3.81,3.95
2023-02-15,3.47,3.62,3.83,3.99
2023-02-14,3.44,3.58,3.81,3.95
2023-02-13,3.44,3.62,3.8,3.99
2023-02-10,3.44,3.6,3.8,3.95
2023-02-09,3.41,3.58,3.81,3.92
2023-02-08,3.41,3.57,3.79,3.92
2023-02-07,3.42,3.57,3.81,3.93
2023-02-06,3.36,3.5,3.76,3.87
2023-02-03,3.36,3.5,3.76,3.87
2023-02-02,3.39,3.5,3.77,3.87
2023-02-01,3.46,3.59,3.85,3.95
2023-01-31,3.46,3.59,3.85,3.95
2023-01-30,3.41,3.6,3.81,3.92
2023-01-27,3.4,3.52,3.81,3.92
2023-01-26,3.37,3.52,3.81,3.87
2023-01-25,3.37,3.56,3.81,3.88
2023-01-24,3.37,3.53,3.83,3.86
2023-01-23,3.37,3.53,3.83,3.86
2023-01-20,3.37,3.53,3.83,3.86
2023-01-19,3.37,3.55,3.81,3.86
2023-01-18,3.54,3.79,3.99,4.04
2023-01-17,3.59,3.8,4.03,4.09
2023-01-16,3.61,3.84,4.02,4.08
2023-01-13,3.6,3.78,4.02,4.04
2023-01-12,3.6,3.81,4.05,4.08
2023-01-11,3.61,3.81,4.05,4.08
2023-01-10,3.6,3.81,4.04,4.08
2023-01-09,3.6,3.77,4.01,4.08
2023-01-06,3.66,3.82,4.03,4.13
2023-01-05,3.65,3.78,4.02,4.12
2023-01-04,3.66,3.76,3.98,4.08
2023-01-03,3.68,3.82,4.01,4.12
2023-01-02,3.76,3.86,4.04,4.13
2022-12-30,3.76,3.86,4.04,4.13
2022-12-29,3.78,3.86,4.08,4.16
2022-12-28,3.78,3.81,4.08,4.16
2022-12-27,3.75,3.81,4.01,4.13
2022-12-26,3.73,3.81,4.01,4.13
2022-12-23,3.73,3.81,4.01,4.13
2022-12-22,3.72,3.81,4.05,4.13
2022-12-21,3.76,3.84,4.05,4.13
2022-12-20,3.77,3.87,4.08,4.16
2022-12-19,3.76,3.84,4.02,4.13
2022-12-16,3.79,3.84,4.03,4.12
2022-12-15,3.82,3.84,4.03,4.12
2022-12-14,3.8,3.88,4.08,4.19
2022-12-13,3.8,3.88,4.13,4.2
2022-12-12,3.8,3.87,4.13,4.21
2022-12-09,3.8,3.91,4.13,4.18
2022-12-08,3.78,3.88,4.11,4.17
2022-12-07,3.78,3.9,4.11,4.14
2022-12-06,3.75,3.9,4.12,4.14
2022-12-05,3.85,3.91,4.08,4.14
2022-12-02,3.75,3.87,4.08,4.13
2022-12-01,3.8,3.91,4.1,4.16
2022-11-30,3.86,3.93,4.14,4.19
2022-11-29,3.95,4.05,4.19,4.22
2022-11-28,3.9,4.03,4.21,4.24
2022-11-25,3.9,4.03,4.21,4.24
2022-11-24,3.92,4.03,4.19,4.24
2022-11-23,3.94,4.18,4.43,4.39
2022-11-22,3.96,4.25,4.43,4.51
2022-11-21,3.89,4.25,4.41,4.48
2022-11-18,3.89,4.2,4.36,4.39
2022-11-17,3.89,4.2,4.36,4.39
2022-11-16,3.89,4.15,4.36,4.41
2022-11-15,3.86,4.13,4.37,4.42
2022-11-14,3.88,4.2,4.42,4.46
2022-11-11,3.88,4.2,4.43,4.45
2022-11-10,3.99,4.29,4.5,4.62
2022-11-09,3.99,4.21,4.52,4.62
2022-11-08,3.91,4.21,4.55,4.64
2022-11-07,3.91,4.21,4.4,4.61
2022-11-04,3.79,4.1,4.4,4.5
2022-11-03,3.79,4.1,4.29,4.4
2022-11-02,3.79,4.11,4.29,4.4
2022-11-01,3.85,4.14,4.29,4.43
2022-10-31,3.85,4.18,4.33,4.46
2022-10-28,3.83,4.16,4.32,4.46
2022-10-27,3.86,4.25,4.36,4.48
2022-10-26,3.88,4.22,4.36,4.51
2022-10-25,3.88,4.22,4.36,4.57
2022-10-24,3.88,4.29,4.41,4.66
2022-10-21,3.88,4.29,4.41,4.66
2022-10-20,3.88,4.26,4.38,4.57
2022-10-19,3.88,4.2,4.38,4.57
2022-10-18,3.96,4.21,4.38,4.56
2022-10-17,3.96,4.26,4.39,4.57
2022-10-14,3.96,4.19,4.35,4.5
2022-10-13,3.88,4.19,4.34,4.49
2022-10-12,3.88,4.19,4.34,4.48
2022-10-11,3.88,4.23,4.27,4.48
2022-10-10,3.88,4.13,4.27,4.37
2022-10-07,3.88,4.13,4.27,4.37
2022-10-06,3.84,4.09,4.31,4.34
2022-10-05,3.77,4.04,4.24,4.34
2022-10-04,3.81,4.04,4.4,4.37
2022-10-03,3.81,4.15,4.4,4.46
2022-09-30,3.8,4.04,4.42,4.42
2022-09-29,3.77,4.09,4.38,4.53
2022-09-28,3.81,4.27,4.46,4.61
2022-09-27,3.78,4.22,4.43,4.54
2022-09-26,3.76,4.13,4.44,4.38
2022-09-23,3.77,4.13,4.23,4.38
2022-09-22,3.67,4.05,4.23,4.3
2022-09-21,3.58,4.0,4.1,4.21
2022-09-20,3.56,4.0,4.14,4.21
2022-09-19,3.51,4.04,4.14,4.17
2022-09-16,3.51,3.93,4.05,4.16
2022-09-15,3.51,3.93,4.05,4.16
2022-09-14,3.48,3.83,3.96,4.06
2022-09-13,3.44,3.84,3.96,4.06
2022-09-12,3.44,3.83,3.93,4.07
2022-09-09,3.44,3.8,3.95,4.07
2022-09-08,3.46,3.91,3.95,4.07
2022-09-07,3.46,3.92,4.02,4.1
2022-09-06,3.46,3.84,3.93,4.03
2022-09-05,3.46,3.81,3.93,4.04
2022-09-02,3.46,3.82,3.95,4.04
2022-09-01,3.47,3.82,3.95,4.05
2022-08-31,3.43,3.8,3.94,4.0
2022-08-30,3.43,3.8,3.94,4.0
2022-08-29,3.45,3.82,3.97,4.04
2022-08-26,3.45,3.76,3.9,4.0
2022-08-25,3.45,3.76,3.9,4.0
2022-08-24,3.45,3.77,3.91,4.01
2022-08-23,3.44,3.78,3.94,4.02
2022-08-22,3.44,3.77,3.93,4.01
2022-08-19,3.45,3.75,3.91,3.99
2022-08-18,3.5,3.78,3.91,3.99
2022-08-17,3.52,3.79,3.94,4.0
2022-08-16,3.51,3.79,3.93,4.0
2022-08-15,3.52,3.79,3.94,4.02
2022-08-12,3.51,3.79,3.91,4.01
2022-08-11,3.49,3.78,3.91,3.99
2022-08-10,3.5,3.79,3.93,3.99
2022-08-09,3.5,3.81,3.92,3.99
2022-08-08,3.54,3.84,3.96,4.0
2022-08-05,3.51,3.83,3.94,4.01
2022-08-04,3.51,3.85,3.96,4.02
2022-08-03,3.51,3.82,3.94,4.02
2022-08-02,3.51,3.76,3.86,3.96
2022-08-01,3.51,3.76,3.87,3.98
2022-07-29,3.48,3.76,3.87,3.98
2022-07-28,3.54,3.82,3.94,4.01
2022-07-27,3.52,3.82,3.99,4.05
2022-07-26,3.52,3.79,3.99,4.04
2022-07-25,3.51,3.81,4.0,4.02
2022-07-22,3.52,3.87,4.0,4.08
2022-07-21,3.52,3.89,4.02,4.12
2022-07-20,3.52,3.88,4.04,4.12
2022-07-19,3.52,3.82,4.04,4.11
2022-07-18,3.47,3.82,4.01,4.09
2022-07-15,3.51,3.81,4.01,4.11
2022-07-14,3.53,3.79,4.02,4.1
2022-07-13,3.51,3.76,4.01,4.12
2022-07-12,3.51,3.82,4.01,4.14
2022-07-11,3.55,3.9,4.11,4.14
2022-07-08,3.55,3.9,4.11,4.14
2022-07-07,3.55,3.91,4.08,4.14
2022-07-06,3.5,3.94,4.1,4.16
2022-07-05,3.55,4.01,4.17,4.24
2022-07-04,3.55,4.0,4.19,4.24
2022-07-01,3.55,4.04,4.23,4.26
2022-06-30,3.57,4.12,4.33,4.26
2022-06-29,3.55,4.08,4.21,4.26
2022-06-28,3.57,4.11,4.23,4.24
2022-06-27,3.54,4.08,4.21,4.25
2022-06-24,3.59,4.06,4.19,4.25
2022-06-23,3.59,4.04,4.17,4.25
2022-06-22,3.59,4.12,4.24,4.31
2022-06-21,3.59,4.21,4.3,4.4
2022-06-20,3.62,4.21,4.3,4.4
2022-06-17,3.6,4.23,4.28,4.4
2022-06-16,3.65,4.17,4.27,4.4
2022-06-15,3.66,4.11,4.31,4.38
2022-06-14,3.69,4.15,4.3,4.38
2022-06-13,3.67,4.12,4.22,4.41
2022-06-10,3.51,3.96,4.12,4.24
2022-06-09,3.51,3.96,4.12,4.24
2022-06-08,3.51,3.93,4.12,4.22
2022-06-07,3.47,3.9,4.06,4.25
2022-06-06,3.47,3.84,4.06,4.23
2022-06-03,3.47,3.84,4.06,4.23
2022-06-02,3.51,3.85,4.15,4.22
2022-06-01,3.51,3.82,4.05,4.25
2022-05-31,3.51,3.79,4.01,4.19
2022-05-30,3.28,3.76,3.95,4.14
2022-05-27,3.43,3.77,3.95,4.11
2022-05-26,3.43,3.86,3.95,4.15
2022-05-25,3.41,3.86,4.01,4.18
2022-05-24,3.49,3.86,4.07,4.24
2022-05-23,3.49,3.84,4.14,4.25
2022-05-20,3.57,4.01,4.17,4.58
2022-05-19,3.59,4.16,4.4,4.58
2022-05-18,3.64,4.21,4.44,4.58
2022-05-17,3.62,4.21,4.44,4.58
2022-05-16,3.68,4.21,4.44,4.58
2022-05-13,3.68,4.21,4.44,4.58
2022-05-12,3.65,4.21,4.47,4.58
2022-05-11,3.74,4.21,4.5,4.57
2022-05-10,3.7,4.23,4.47,4.56
2022-05-09,3.79,4.07,4.46,4.6
2022-05-06,3.59,4.07,4.46,4.56
2022-05-05,3.61,4.07,4.37,4.53
2022-05-04,3.48,4.05,4.35,4.41
2022-05-03,3.48,4.05,4.35,4.41
2022-05-02,3.48,4.05,4.35,4.41
2022-04-29,3.48,4.05,4.35,4.41
2022-04-28,3.5,4.06,4.39,4.47
2022-04-27,3.49,4.07,4.37,4.45
2022-04-26,3.42,4.06,4.39,4.39
2022-04-25,3.42,3.93,4.3,4.37
2022-04-22,3.4,3.83,4.26,4.26
2022-04-21,3.32,3.84,4.14,4.22
2022-04-20,3.28,3.85,4.12,4.22
2022-04-19,3.09,3.78,4.05,4.2
2022-04-18,3.09,3.78,4.05,4.2
2022-04-15,3.09,3.73,3.98,4.2
2022-04-14,3.09,3.68,3.92,4.16
2022-04-13,3.09,3.76,3.88,4.18
2022-04-12,3.09,3.76,3.98,4.19
2022-04-11,3.02,3.69,3.91,4.19
2022-04-08,2.99,3.62,3.85,4.16
2022-04-07,2.97,3.56,3.85,4.15
2022-04-06,2.99,3.63,3.85,4.06
2022-04-05,2.99,3.54,3.8,4.01
2022-04-04,2.95,3.54,3.81,4.01
2022-04-01,2.95,3.52,3.81,4.01
2022-03-31,2.95,3.49,3.81,3.92
2022-03-30,2.98,3.56,3.83,3.96
2022-03-29,2.92,3.62,3.84,3.98
2022-03-28,2.91,3.64,3.87,4.02
2022-03-25,2.83,3.51,3.73,3.87
2022-03-24,2.81,3.48,3.71,3.84
2022-03-23,2.82,3.47,3.68,3.83
2022-03-22,2.8,3.43,3.65,3.81
2022-03-21,2.78,3.41,3.61,3.76
2022-03-18,2.78,3.4,3.6,3.75
2022-03-17,2.78,3.41,3.61,3.77
2022-03-16,2.81,3.43,3.61,3.76
2022-03-15,2.81,3.42,3.62,3.76
2022-03-14,2.81,3.42,3.59,3.74
2022-03-11,2.81,3.41,3.59,3.74
2022-03-10,2.8,3.4,3.59,3.73
2022-03-09,2.8,3.4,3.6,3.73
2022-03-08,2.81,3.39,3.6,3.73
2022-03-07,2.81,3.38,3.58,3.71
2022-03-04,2.8,3.38,3.6,3.72
2022-03-03,2.8,3.38,3.59,3.71
2022-03-02,2.8,3.4,3.59,3.71
2022-03-01,2.81,3.42,3.6,3.72
2022-02-28,2.81,3.43,3.62,3.73
2022-02-25,2.81,3.43,3.61,3.73
2022-02-24,2.81,3.42,3.61,3.73
2022-02-23,2.82,3.44,3.61,3.72
2022-02-22,2.82,3.42,3.61,3.73
2022-02-21,2.82,3.44,3.62,3.73
2022-02-18,2.82,3.44,3.61,3.72
2022-02-17,2.82,3.45,3.59,3.73
2022-02-16,2.86,3.47,3.59,3.74
2022-02-15,2.88,3.48,3.58,3.74
2022-02-14,2.91,3.48,3.59,3.74
2022-02-11,2.91,3.51,3.6,3.77
2022-02-10,2.9,3.48,3.58,3.73
2022-02-09,2.9,3.31,3.59,3.74
2022-02-08,2.87,3.31,3.57,3.75
2022-02-07,2.9,3.31,3.55,3.73
2022-02-04,2.87,3.26,3.54,3.73
2022-02-03,2.87,3.26,3.55,3.7
2022-02-02,2.9,3.27,3.55,3.7
2022-02-01,2.9,3.27,3.55,3.7
2022-01-31,2.9,3.27,3.55,3.7
2022-01-28,2.9,3.29,3.55,3.71
2022-01-27,2.86,3.29,3.56,3.77
2022-01-26,2.86,3.26,3.52,3.74
2022-01-25,2.87,3.28,3.52,3.74
2022-01-24,2.88,3.29,3.52,3.72
2022-01-21,2.87,3.29,3.53,3.74
2022-01-20,2.89,3.29,3.54,3.75
2022-01-19,2.93,3.21,3.54,3.74
2022-01-18,2.88,3.21,3.48,3.67
2022-01-17,2.88,3.21,3.48,3.67
2022-01-14,2.88,3.21,3.48,3.64
2022-01-13,2.88,3.21,3.48,3.63
2022-01-12,2.88,3.21,3.47,3.64
2022-01-11,2.89,3.25,3.48,3.68
