Date,1M,3M,6M,1Y,2Y,3Y,4Y,5Y,7Y,10Y,20Y,25Y
2025-10-06,4.7711,4.9267,5.1942,5.2799,5.5824,5.705,5.804,5.881,5.9733,6.019,6.4461,6.4402
2025-10-03,4.7081,4.9153,5.1765,5.3262,5.5765,5.6936,5.7865,5.8611,5.9533,6.0223,6.4397,6.4386
2025-10-02,4.6993,4.8908,5.1738,5.3237,5.5695,5.6902,5.7847,5.8592,5.9503,6.0164,6.4377,6.4377
2025-10-01,4.7411,4.9124,5.1618,5.3233,5.5714,5.6915,5.7876,5.8641,5.9573,6.0236,6.4425,6.4406
2025-09-30,4.7345,4.9061,5.1553,5.2595,5.5657,5.6883,5.788,5.8652,5.959,6.0328,6.4374,6.4399
2025-09-29,4.7268,4.9187,5.1592,5.2476,5.5588,5.6814,5.78,5.8544,5.9459,6.0355,6.3445,6.3436
2025-09-26,4.7537,4.9354,5.1635,5.2607,5.5478,5.6685,5.765,5.8392,5.9328,6.0263,6.3449,6.3434
2025-09-25,4.7744,4.9342,5.1639,5.2635,5.5394,5.6532,5.7423,5.8102,5.9017,6.0051,6.3464,6.3442
2025-09-24,4.8055,4.9381,5.1645,5.2625,5.5369,5.6499,5.7376,5.804,5.8934,5.998,6.3468,6.3463
2025-09-23,4.7979,4.9494,5.1855,5.266,5.5478,5.6555,5.7368,5.7991,5.8869,5.985,6.3472,6.3467
2025-09-22,4.794,4.9481,5.1835,5.291,5.5538,5.6614,5.7433,5.8066,5.8892,5.9787,6.3459,6.3456
2025-09-19,4.8034,4.9458,5.1976,5.3041,5.5559,5.6533,5.7301,5.7912,5.8705,5.964,6.3445,6.3445
2025-09-18,4.9119,5.0103,5.1991,5.2998,5.5596,5.6556,5.7301,5.7889,5.8681,5.9498,6.3448,6.3445
2025-09-17,4.945,5.0406,5.196,5.3101,5.5683,5.6632,5.7352,5.7928,5.8698,5.9401,6.3523,6.3509
2025-09-16,4.968,5.0606,5.2059,5.3142,5.5708,5.6659,5.7374,5.7941,5.8702,5.9418,6.3524,6.3509
2025-09-15,4.9623,5.0611,5.2072,5.333,5.5799,5.6734,5.7482,5.8086,5.8858,5.9562,6.3521,6.3502
2025-09-12,4.9501,5.0896,5.2143,5.3531,5.5977,5.6802,5.7529,5.8131,5.8911,5.9702,6.3493,6.3491
2025-09-11,4.9522,5.113,5.2426,5.3399,5.586,5.6663,5.7374,5.7971,5.8776,5.9575,6.3457,6.3444
2025-09-10,4.9707,5.1203,5.245,5.3815,5.5888,5.668,5.7392,5.7987,5.8757,5.9586,6.3389,6.3365
2025-09-09,4.9802,5.1324,5.2603,5.4015,5.589,5.668,5.7355,5.7912,5.8681,5.9544,6.3391,6.3363
2025-09-08,5.0001,5.15,5.2956,5.43,5.6192,5.6952,5.76,5.8141,5.8931,5.9842,6.3368,6.3356
2025-09-05,4.973,5.1769,5.3135,5.4699,5.6269,5.7086,5.7816,5.8445,5.9299,6.0014,6.3354,6.3348
2025-09-04,4.9828,5.1835,5.3322,5.4763,5.6275,5.7211,5.7967,5.8583,5.9383,6.0025,6.3367,6.3355
2025-09-03,4.9854,5.1832,5.3383,5.4851,5.6254,5.7204,5.7956,5.8555,5.9411,6.0332,6.3365,6.3374
2025-09-02,5.0438,5.1975,5.3475,5.4925,5.6168,5.7065,5.7766,5.8332,5.9166,6.0163,6.3403,6.3414
2025-09-01,5.0572,5.2305,5.4005,5.5102,5.6171,5.6908,5.7539,5.8117,5.905,6.016,6.3405,6.3386
2025-08-29,5.0171,5.2321,5.3921,5.5357,5.6198,5.6908,5.7526,5.8095,5.9011,6.016,6.3384,6.3368
2025-08-28,5.0214,5.234,5.4101,5.5539,5.6157,5.6704,5.7169,5.7631,5.8522,5.9984,6.3419,6.3377
2025-08-27,5.0373,5.2346,5.4393,5.5651,5.6249,5.6794,5.7263,5.7739,5.8647,5.9927,6.3441,6.3416
2025-08-26,5.0379,5.2485,5.4882,5.5803,5.6583,5.7239,5.7785,5.8293,5.9142,6.0139,6.3503,6.3474
2025-08-22,5.0434,5.2578,5.483,5.5985,5.674,5.7419,5.7948,5.8429,5.9221,6.0,6.3514,6.3509
2025-08-20,5.0852,5.2666,5.4833,5.6066,5.6697,5.7428,5.7994,5.8487,5.9212,5.9721,6.3695,6.3704
2025-08-19,5.0826,5.265,5.4862,5.6212,5.6595,5.731,5.7901,5.8413,5.9166,5.9856,6.3908,6.3939
2025-08-18,5.1267,5.2818,5.4958,5.6282,5.6616,5.7366,5.797,5.8488,5.9299,6.0095,6.4195,6.4201
2025-08-15,5.1289,5.2921,5.5066,5.6592,5.6597,5.7361,5.7959,5.8469,5.9254,6.0066,6.4165,6.417
2025-08-14,5.1228,5.3001,5.5023,5.6714,5.6662,5.7404,5.799,5.8475,5.9224,6.0029,6.4206,6.4212
2025-08-13,5.2764,5.3291,5.5029,5.6391,5.6728,5.757,5.8223,5.8757,5.9662,6.1061,6.4489,6.4457
2025-08-12,5.2378,5.332,5.5228,5.6487,5.6758,5.7622,5.8302,5.8835,5.9709,6.0865,6.446,6.4455
2025-08-11,5.242,5.3395,5.5319,5.6518,5.6904,5.7732,5.8335,5.8803,5.9606,6.0774,6.4466,6.4457
2025-08-08,5.2503,5.3704,5.5575,5.6657,5.6858,5.7828,5.8485,5.8951,5.9642,6.0657,6.4643,6.4622
2025-08-07,5.246,5.3587,5.5535,5.6654,5.6818,5.7793,5.8447,5.8903,5.955,6.0415,6.4655,6.4627
2025-08-06,5.2562,5.3648,5.5544,5.6636,5.6962,5.7952,5.869,5.9236,5.9994,6.0827,6.4779,6.477
2025-08-05,5.3074,5.3976,5.5518,5.6583,5.7041,5.8038,5.8784,5.9377,6.0333,6.1394,6.5507,6.5503
2025-08-04,5.3188,5.4112,5.5481,5.6572,5.6908,5.8005,5.8851,5.9519,6.0565,6.1579,6.5521,6.5518
2025-08-01,5.3105,5.4152,5.557,5.6628,5.7096,5.8184,5.9036,5.9734,6.0863,6.2031,6.5609,6.5584
2025-06-27,5.2119,5.4794,5.642,5.6955,5.7189,5.788,5.857,5.9341,6.1041,6.32,6.6412,6.638
2025-06-26,5.1765,5.4755,5.6329,5.6894,5.7181,5.7908,5.8608,5.939,6.1152,6.3355,6.6475,6.6456
2025-06-25,5.1974,5.4824,5.6277,5.6886,5.7129,5.7903,5.8641,5.9469,6.1259,6.3366,6.6479,6.6455
2025-06-24,5.1752,5.4885,5.6213,5.6871,5.7106,5.7915,5.8688,5.9553,6.1455,6.378,6.65,6.6475
2025-06-23,5.1567,5.4835,5.618,5.6804,5.7275,5.8153,5.899,5.9888,6.1822,6.4209,6.6468,6.647
2025-06-20,5.1422,5.4714,5.6213,5.6842,5.7375,5.8258,5.9099,5.9988,6.1857,6.4131,6.6478,6.6469
2025-06-19,5.1307,5.4638,5.6165,5.6928,5.7388,5.8232,5.9051,5.9925,6.1737,6.3877,6.648,6.647
2025-06-18,5.1926,5.4741,5.6062,5.6903,5.7389,5.823,5.9089,6.0003,6.1809,6.3866,6.6494,6.6465
2025-06-17,5.4655,5.4899,5.543,5.667,5.7399,5.8199,5.9018,5.9906,6.1737,6.3945,6.6429,6.6553
2025-06-16,5.4468,5.47,5.541,5.6628,5.7346,5.8194,5.9052,5.9938,6.1684,6.3798,6.6402,6.6515
2025-06-13,5.2491,5.4404,5.57,5.6916,5.7081,5.7925,5.8707,5.9509,6.1212,6.3503,6.6113,6.6163
2025-06-11,5.226,5.4394,5.5664,5.817,5.7073,5.7757,5.8483,5.9292,6.1067,6.3341,6.6046,6.6139
2025-06-10,5.2541,5.4409,5.5593,5.6735,5.7122,5.7712,5.8333,5.9065,6.0744,6.3047,6.5969,6.5942
2025-06-09,5.3123,5.4452,5.5595,5.6845,5.7083,5.7647,5.8274,5.9022,6.0723,6.3053,6.597,6.594
2025-06-05,5.2747,5.4413,5.6097,5.6814,5.7147,5.7673,5.828,5.9007,6.068,6.2997,6.6021,6.5989
2025-06-04,5.2633,5.4147,5.5722,5.7,5.7103,5.7723,5.8366,5.9091,6.0725,6.309,6.602,6.5989
2025-06-03,5.2289,5.4155,5.5774,5.7062,5.7091,5.7684,5.8309,5.9012,6.0567,6.2788,6.6008,6.5977
2025-06-02,5.2524,5.4222,5.5865,5.7211,5.7102,5.7679,5.8289,5.8981,6.053,6.2765,6.5989,6.5956
2025-05-30,5.2547,5.433,5.5968,5.7253,5.7113,5.7699,5.8305,5.8986,6.0492,6.2569,6.5981,6.5953
2025-05-29,5.2504,5.4299,5.5917,5.7299,5.7274,5.7767,5.8314,5.8953,6.0408,6.2519,6.5983,6.5945
2025-05-28,5.2573,5.4362,5.5926,5.7265,5.7329,5.7788,5.8304,5.8924,6.0372,6.2465,6.5047,6.5028
2025-05-27,5.3393,5.4612,5.582,5.7117,5.736,5.7823,5.8322,5.8919,6.0377,6.2523,6.5042,6.5027
2025-05-26,5.2419,5.453,5.5986,5.7409,5.7338,5.7792,5.8277,5.8865,6.0356,6.2641,6.5032,6.5047
2025-05-23,5.1858,5.4551,5.6098,5.7398,5.7521,5.7978,5.8421,5.8981,6.0421,6.2693,6.4771,6.5016
2025-05-22,5.1494,5.448,5.6076,5.739,5.7584,5.8039,5.8474,5.9001,6.0334,6.2456,6.3226,6.3193
2025-05-21,5.1481,5.4541,5.6292,5.7456,5.7572,5.7929,5.8316,5.8821,6.0107,6.182,6.1548,6.1548
2025-05-20,5.1779,5.4781,5.6441,5.7448,5.764,5.7967,5.8319,5.8811,6.0098,6.1763,6.1542,6.1542
2025-05-19,5.4402,5.5072,5.6103,5.7046,5.7706,5.7982,5.8303,5.8783,6.0095,6.1924,6.153,6.1529
2025-05-16,5.446,5.5126,5.6257,5.6996,5.7571,5.7907,5.8291,5.8808,6.0064,6.1732,6.2726,6.273
2025-05-15,5.4193,5.5246,5.6413,5.6932,5.7678,5.8027,5.8445,5.9021,6.0346,6.2106,6.2961,6.3001
2025-05-14,5.4438,5.5345,5.628,5.6858,5.7637,5.7955,5.8329,5.8834,6.0118,6.2018,6.1607,6.1611
2025-05-13,5.4465,5.5477,5.6431,5.6851,5.7547,5.79,5.83,5.8832,6.0074,6.1792,6.2503,6.2509
2025-05-09,5.249,5.5227,5.6708,5.7152,5.7642,5.785,5.8184,5.8663,5.9751,6.1438,6.2535,6.2513
2025-05-08,5.1574,5.5062,5.6922,5.7311,5.7716,5.7996,5.8351,5.8822,5.9894,6.153,6.309,6.3093
2025-05-07,5.1675,5.5102,5.6936,5.7354,5.7715,5.8064,5.8491,5.901,6.0151,6.1798,6.304,6.3041
2025-05-06,5.187,5.5193,5.6927,5.74,5.7785,5.8159,5.8634,5.9285,6.0747,6.2694,6.3037,6.3027
2025-05-05,5.292,5.5443,5.6557,5.7302,5.7732,5.8045,5.8512,5.915,6.0609,6.2679,6.3047,6.3011
2025-05-02,5.2292,5.5146,5.6713,5.7183,5.7668,5.7967,5.8446,5.9081,6.0528,6.2603,6.3054,6.3024
2025-04-30,5.2415,5.4933,5.6733,5.7469,5.7578,5.7919,5.8412,5.9057,6.0525,6.2616,6.363,6.3606
2025-04-29,5.1555,5.4752,5.6435,5.7371,5.759,5.7949,5.8463,5.9125,6.0634,6.296,6.4032,6.4008
2025-04-28,5.1803,5.4545,5.6456,5.7329,5.7567,5.7948,5.8486,5.9208,6.0907,6.3424,6.4045,6.4009
2025-04-25,5.1952,5.4558,5.6089,5.7362,5.7546,5.796,5.8517,5.9247,6.0928,6.3404,6.3217,6.3178
2025-04-24,5.1423,5.4425,5.6127,5.7284,5.7626,5.8036,5.8613,5.9354,6.0977,6.293,6.3199,6.3182
2025-04-23,5.1617,5.4387,5.6098,5.7338,5.7592,5.8024,5.8604,5.934,6.0954,6.2907,6.3202,6.3184
2025-04-22,5.142,5.4289,5.6071,5.7399,5.7546,5.802,5.8681,5.9466,6.1101,6.3064,6.3188,6.3166
2025-04-21,5.248,5.4312,5.6099,5.704,5.7742,5.8158,5.8739,5.946,6.1059,6.2881,6.3188,6.3181
2025-04-16,5.246,5.4133,5.6308,5.6841,5.7652,5.8084,5.8684,5.9425,6.1071,6.3013,6.3189,6.3184
2025-04-15,5.1481,5.4057,5.6351,5.7582,5.7628,5.8216,5.8926,5.9727,6.1399,6.3096,6.3174,6.3187
2025-04-14,5.1949,5.3896,5.6213,5.7763,5.7544,5.8158,5.8902,5.976,6.1496,6.2713,6.3141,6.3176
2025-04-11,5.0908,5.3701,5.618,5.7804,5.7505,5.8097,5.8865,5.9774,6.1572,6.2576,6.3156,6.3156
2025-04-10,5.0936,5.3739,5.6329,5.7739,5.7487,5.7912,5.8499,5.9213,6.0631,6.1869,6.3193,6.3162
2025-04-08,5.0809,5.3604,5.6364,5.7687,5.7313,5.7601,5.8108,5.8815,6.0287,6.1413,6.3175,6.3172
2025-04-07,5.0711,5.3603,5.6191,5.7707,5.7256,5.7502,5.7919,5.8541,5.9925,6.1262,6.3185,6.3184
2025-04-04,5.1288,5.3454,5.6819,5.7735,5.7253,5.7408,5.7783,5.832,5.9489,6.1019,6.3165,6.3158
2025-04-03,5.1128,5.3377,5.6737,5.7863,5.7508,5.7988,5.8561,5.9164,6.0313,6.1706,6.3168,6.3144
2025-04-02,5.207,5.3188,5.656,5.7691,5.7434,5.7805,5.833,5.8949,6.0219,6.1923,6.3186,6.3145
2025-03-31,5.1767,5.3091,5.623,5.7629,5.7451,5.7798,5.8317,5.8932,6.0189,6.192,6.3185,6.3147
2025-03-28,5.1064,5.2978,5.6163,5.7763,5.7475,5.7831,5.8362,5.9001,6.0353,6.219,6.318,6.3149
2025-03-27,5.0317,5.2293,5.5935,5.7299,5.7574,5.7988,5.8544,5.9209,6.0617,6.2327,6.317,6.315
2025-03-26,5.1307,5.2484,5.5733,5.7251,5.7723,5.8173,5.8763,5.9463,6.0923,6.2544,6.3166,6.3151
2025-03-25,5.0913,5.2101,5.5654,5.7074,5.7725,5.8226,5.8865,5.9617,6.1137,6.2652,6.3078,6.3057
2025-03-24,5.0627,5.1954,5.536,5.6926,5.7723,5.8273,5.8952,5.9703,6.1118,6.2486,6.3058,6.3038
2025-03-21,5.1073,5.1769,5.5258,5.6877,5.7774,5.8313,5.8939,5.9631,6.0985,6.2425,6.3063,6.3062
2025-03-20,5.0699,5.1936,5.5222,5.693,5.7707,5.8258,5.8902,5.9618,6.1023,6.2577,6.3144,6.3123
2025-03-19,5.0237,5.2029,5.5312,5.6862,5.773,5.8279,5.8891,5.9569,6.097,6.2501,6.3143,6.3127
2025-03-18,5.0516,5.2246,5.5502,5.6782,5.7778,5.8323,5.8939,5.9627,6.1046,6.246,6.3147,6.3128
2025-03-17,5.061,5.235,5.5622,5.7669,5.7857,5.8369,5.8945,5.9622,6.1037,6.2448,6.3146,6.3123
2025-03-14,5.0744,5.2499,5.5675,5.792,5.8041,5.8437,5.8936,5.9525,6.0781,6.2301,6.3153,6.313
2025-03-13,5.0789,5.2445,5.5577,5.8127,5.8104,5.853,5.902,5.9579,6.0775,6.2291,6.3156,6.3136
2025-03-12,5.0559,5.2531,5.5507,5.8007,5.8156,5.8558,5.9021,5.9551,6.0695,6.2242,6.3371,6.3341
2025-03-11,5.0616,5.2631,5.5461,5.8107,5.8113,5.8528,5.9019,5.9568,6.0728,6.224,6.3477,6.3457
2025-03-10,5.0457,5.2748,5.5437,5.8116,5.8455,5.897,5.9459,5.994,6.0955,6.227,6.3479,6.3467
2025-03-07,4.9877,5.2702,5.5681,5.7941,5.8606,5.9134,5.9628,6.0092,6.1025,6.2097,6.3459,6.345
2025-03-06,4.9816,5.2668,5.5747,5.8019,5.8598,5.9103,5.9573,6.0019,6.0931,6.2006,6.349,6.3477
2025-03-05,5.0605,5.3106,5.6138,5.7917,5.8553,5.9081,5.9546,5.9969,6.0813,6.1791,6.3501,6.3479
2025-03-04,5.1174,5.3294,5.6134,5.7925,5.8427,5.8867,5.9269,5.9655,6.0407,6.14,6.3454,6.3434
2025-03-03,5.0497,5.2968,5.6128,5.7952,5.8252,5.8596,5.8957,5.9347,6.0146,6.1108,6.3458,6.346
2025-02-28,5.0132,5.2794,5.6116,5.7842,5.8205,5.8503,5.8831,5.9212,6.0036,6.1245,6.3474,6.3462
2025-02-27,5.0082,5.2701,5.6089,5.7819,5.8117,5.8471,5.8801,5.9159,5.9931,6.1167,6.3469,6.3452
2025-02-26,4.9729,5.273,5.6103,5.7739,5.7934,5.8276,5.8665,5.9104,5.9991,6.1197,6.3457,6.3441
2025-02-25,4.9688,5.2967,5.6045,5.7775,5.7903,5.8267,5.8672,5.9122,6.0026,6.1229,6.3467,6.3451
2025-02-24,5.0354,5.3304,5.5989,5.7832,5.8002,5.8417,5.8816,5.9249,6.0114,6.1221,6.3491,6.3462
2025-02-21,4.9579,5.2933,5.592,5.7889,5.7991,5.8417,5.8814,5.9225,6.0088,6.1326,6.3589,6.3558
2025-02-20,4.9614,5.3129,5.5902,5.7893,5.8055,5.8513,5.8901,5.9284,6.0099,6.1312,6.3581,6.3556
2025-02-19,4.9464,5.2774,5.5975,5.7886,5.8162,5.8671,5.9124,5.9556,6.0373,6.1305,6.3476,6.3006
2025-02-18,4.9346,5.2367,5.5954,5.791,5.8093,5.8625,5.9105,5.9563,6.0409,6.1317,6.348,6.3009
2025-02-17,5.0277,5.1844,5.5856,5.7659,5.798,5.8518,5.9016,5.9497,6.0382,6.1274,6.3551,6.3447
2025-02-14,5.037,5.1577,5.5641,5.7431,5.7971,5.8537,5.9043,5.9529,6.0428,6.1313,6.3466,6.3045
2025-02-13,5.0504,5.1714,5.5441,5.7406,5.7963,5.8551,5.9064,5.9558,6.0471,6.1492,6.3476,6.3004
2025-02-12,5.0364,5.1631,5.5461,5.7397,5.7781,5.8303,5.874,5.916,6.0002,6.113,6.3462,6.2913
2025-02-11,5.0422,5.1436,5.525,5.7464,5.7824,5.8343,5.8754,5.9132,5.9899,6.1077,6.3466,6.2995
2025-02-10,5.0251,5.1163,5.5104,5.7097,5.7743,5.8299,5.8739,5.9143,5.9943,6.1158,6.3473,6.2996
2025-02-07,4.8201,5.1697,5.4959,5.7201,5.7769,5.8343,5.8786,5.9184,5.9968,6.1178,6.3464,6.3011
2025-02-06,4.9854,5.2332,5.5112,5.7321,5.7622,5.8236,5.871,5.9129,5.993,6.119,6.3482,6.3083
2025-02-05,4.9826,5.2279,5.5039,5.7409,5.7602,5.8267,5.88,5.9278,6.0186,6.1484,6.3481,6.3125
2025-02-04,4.9809,5.2306,5.5039,5.7263,5.7626,5.8402,5.9029,5.9584,6.0648,6.2172,6.3615,6.3129
2025-02-03,5.0094,5.1873,5.492,5.7152,5.7804,5.8663,5.9332,5.9875,6.0876,6.232,6.3793,6.3247
2025-01-31,5.1346,5.2786,5.5219,5.7118,5.7901,5.8758,5.9372,5.9872,6.0831,6.2288,6.3802,6.3301
2025-01-30,5.1767,5.3418,5.5349,5.7601,5.8066,5.8881,5.9464,5.9935,6.0861,6.232,6.3838,6.3265
2025-01-28,5.0385,5.2108,5.5258,5.7425,5.8463,5.9199,5.9668,6.0041,6.0828,6.2116,6.409,6.4051
2025-01-27,5.0313,5.2153,5.5354,5.7825,5.8898,5.9724,6.0243,6.0639,6.1406,6.2593,6.4357,6.4335
2025-01-24,5.1199,5.3122,5.5721,5.8467,5.8939,5.985,6.0418,6.0831,6.1568,6.2452,6.4341,6.4342
2025-01-23,5.1263,5.3179,5.5711,5.8488,5.8988,6.0045,6.0748,6.1225,6.2013,6.2906,6.4376,6.4332
2025-01-22,5.0733,5.2955,5.5796,5.8737,5.9036,6.0077,6.078,6.1263,6.1994,6.2752,6.4333,6.4316
2025-01-21,5.058,5.2982,5.5783,5.8807,5.9308,6.0313,6.092,6.1309,6.1913,6.2636,6.4346,6.4332
2025-01-20,5.2339,5.4208,5.5939,5.8823,5.9569,6.0748,6.1518,6.2,6.266,6.3264,6.3941,6.3927
2025-01-17,5.413,5.4973,5.6265,5.8954,5.948,6.0656,6.1457,6.1975,6.2716,6.3333,6.3931,6.3919
2025-01-16,5.5213,5.5411,5.6618,5.8648,5.9502,6.0578,6.1376,6.1899,6.2683,6.3274,6.393,6.3926
2025-01-15,5.5528,5.6042,5.6921,5.866,5.9403,6.0501,6.135,6.1867,6.2538,6.2917,6.3845,6.3823
2025-01-14,5.5674,5.6322,5.7223,5.8695,5.9376,6.0195,6.0837,6.132,6.2064,6.2273,6.3813,6.3848
2025-01-13,5.6859,5.689,5.7496,5.8733,5.9629,6.0283,6.0758,6.1091,6.1576,6.1901,6.3864,6.3847
2025-01-10,5.7269,5.7511,5.8199,5.8562,5.962,6.0048,6.0372,6.0634,6.1093,6.1485,6.2882,6.2855
2025-01-09,5.729,5.7728,5.8804,5.9402,5.9884,6.0174,6.0396,6.0611,6.103,6.1391,6.2868,6.286
2025-01-08,5.8024,5.8175,5.9021,5.955,5.9882,6.0144,6.0407,6.0646,6.1042,6.1403,6.2864,6.2848
2025-01-07,5.7924,5.8345,5.9494,6.06,6.0273,6.0303,6.0393,6.0515,6.0771,6.1208,6.1008,6.099
2025-01-06,5.566,5.8094,5.9652,6.0375,6.0493,6.0534,6.0631,6.0784,6.1102,6.1435,6.0991,6.0986
2025-01-03,5.5667,5.8286,5.973,6.0491,6.0657,6.0755,6.0925,6.1116,6.1418,6.1567,6.0982,6.0984
2025-01-02,5.7231,5.8506,5.9871,6.1421,6.0857,6.0954,6.1136,6.1379,6.1773,6.1812,6.0983,6.0981
2024-12-27,5.7064,5.894,6.051,6.1776,6.0453,6.0529,6.0748,6.0984,6.1397,6.1764,6.0934,6.0933
2024-12-26,5.8585,5.9139,6.0224,6.0206,6.0314,6.0468,6.0751,6.0973,6.1189,6.1227,6.0931,6.0922
2024-12-23,5.7466,5.9488,6.0878,6.0787,6.0099,6.0165,6.0326,6.0427,6.061,6.1111,6.0962,6.0938
2024-12-20,5.7313,5.9447,6.0765,6.0716,6.0031,6.0098,6.0196,6.0258,6.0327,6.0101,6.0921,6.0943
2024-12-19,5.6039,5.9121,6.0793,6.072,5.9787,5.9796,5.9902,6.0016,6.0174,5.9986,6.0933,6.0941
2024-12-18,5.3473,5.8541,6.0779,6.0722,5.9195,5.9029,5.9046,5.9148,5.9308,5.9415,6.0965,6.0951
2024-12-17,5.5003,5.8795,6.0678,6.0855,5.9209,5.9045,5.9054,5.9137,5.9284,5.943,6.0972,6.0956
2024-12-16,5.4977,5.8359,6.023,6.0636,5.9327,5.9097,5.9006,5.9022,5.9155,5.9494,6.0957,6.0956
2024-12-13,5.4605,5.8404,6.0571,6.0739,5.9457,5.912,5.8924,5.8852,5.8832,5.9172,6.0982,6.0962
2024-12-12,5.5039,5.8259,6.0435,6.0589,5.9247,5.9051,5.8945,5.891,5.8919,5.9408,6.0954,6.0956
2024-12-11,5.5949,5.8274,5.9795,6.0609,5.9224,5.9049,5.8971,5.8969,5.9024,5.9483,6.1009,6.0938
2024-12-10,5.4419,5.7845,5.9629,6.0457,5.9176,5.914,5.9158,5.9185,5.923,5.9656,6.1045,6.0945
2024-12-09,5.2023,5.7476,5.9571,6.0864,5.9163,5.9195,5.9252,5.9296,5.9309,5.9448,6.1759,6.1623
2024-12-06,5.1888,5.6955,5.9724,6.0804,5.9194,5.9196,5.921,5.9205,5.9082,5.8846,6.1725,6.1726
2024-12-05,5.2174,5.692,5.966,6.0798,5.9323,5.9246,5.9203,5.9137,5.8918,5.8654,6.172,6.1728
2024-12-04,5.0223,5.6677,5.9648,6.0458,5.9488,5.9527,5.9607,5.9705,5.9853,5.9717,6.1371,6.1387
2024-12-03,5.0709,5.6735,5.937,6.0347,5.9439,5.9433,5.95,5.9611,5.9822,5.9828,6.1449,6.1471
2024-12-02,5.0674,5.665,5.9291,5.9926,5.9332,5.937,5.9489,5.9635,5.9871,5.9945,6.1484,6.1497
2024-11-29,5.0129,5.6445,5.9236,6.0048,5.9342,5.9327,5.9419,5.9568,5.9871,5.9987,6.1475,6.1489
2024-11-28,4.9987,5.6204,5.9152,5.9765,5.9178,5.9292,5.9462,5.9661,6.005,6.0397,6.1465,6.1467
2024-11-27,4.9862,5.5988,5.9228,5.9558,5.9128,5.9263,5.9435,5.9636,6.0046,6.0434,6.1342,6.135
2024-11-26,5.0125,5.6018,5.9201,5.9556,5.9068,5.9205,5.9369,5.955,5.9906,6.032,6.1065,6.1057
2024-11-25,5.0042,5.5693,5.9131,5.9462,5.9075,5.9216,5.9378,5.9545,5.9873,6.0279,6.1068,6.1061
2024-11-22,4.9519,5.5332,5.8988,5.9409,5.8933,5.9112,5.9357,5.9575,5.9901,6.0215,6.1063,6.1056
2024-11-21,4.9952,5.557,5.9037,5.9233,5.8564,5.8948,5.9252,5.946,5.9779,6.0244,6.1065,6.107
2024-11-20,5.0692,5.5451,5.8701,5.888,5.8556,5.8936,5.9223,5.943,5.9792,6.0406,6.1094,6.107
2024-11-19,5.321,5.5863,5.8768,5.9394,5.8508,5.9031,5.9437,5.9693,6.0026,6.0518,6.1083,6.1063
2024-11-18,5.3009,5.607,5.8831,5.91,5.8598,5.9074,5.9435,5.9729,6.0245,6.075,6.0819,6.0814
2024-11-15,5.453,5.5763,5.8205,5.8264,5.8158,5.8657,5.9067,5.9405,6.0011,6.0722,6.0814,6.0814
2024-11-14,5.3741,5.5378,5.8145,5.8244,5.8028,5.8565,5.899,5.9297,5.9668,5.9833,6.0512,6.0526
2024-11-13,5.3962,5.535,5.7945,5.8102,5.7987,5.8525,5.8936,5.9198,5.9428,5.9507,6.0545,6.0527
2024-11-12,5.3882,5.5197,5.7783,5.787,5.7641,5.8075,5.8432,5.866,5.8969,5.9378,6.0547,6.0533
2024-11-11,5.4816,5.5074,5.7822,5.7526,5.7443,5.7841,5.8172,5.8386,5.8681,5.9107,6.0552,6.0528
2024-11-08,5.4736,5.5078,5.7651,5.7367,5.7217,5.7618,5.7974,5.8197,5.8483,5.8899,6.056,6.053
2024-11-07,5.4676,5.5007,5.7659,5.7405,5.7146,5.7639,5.8134,5.8486,5.8891,5.9129,6.0516,6.0536
2024-11-06,5.5167,5.53,5.7704,5.7427,5.7059,5.7619,5.8186,5.8632,5.9233,5.9551,6.0488,6.0517
2024-11-05,5.0045,5.4681,5.7802,5.8408,5.6639,5.7124,5.7597,5.7971,5.8522,5.9057,6.0576,6.0543
2024-11-04,4.8905,5.4033,5.7588,5.7674,5.6524,5.7021,5.7451,5.7759,5.8187,5.8785,6.0486,6.0478
2024-10-31,4.7597,5.3267,5.7955,5.8008,5.6418,5.6886,5.7301,5.7608,5.8094,5.8771,6.0488,6.0479
2024-10-30,4.7397,5.3007,5.7835,5.7172,5.6342,5.6885,5.7321,5.7645,5.8135,5.8767,6.0485,6.0486
2024-10-29,4.7297,5.2971,5.8147,5.7785,5.614,5.669,5.7169,5.7541,5.8106,5.8764,6.0413,6.0415
2024-10-28,4.6832,5.2524,5.8119,5.7758,5.5989,5.6492,5.6948,5.7321,5.7895,5.85,5.9246,5.9205
2024-10-25,4.6829,5.1979,5.8013,5.7292,5.5868,5.6348,5.6785,5.7156,5.7747,5.8279,5.9082,5.9071
2024-10-24,4.66,5.1442,5.7272,5.7228,5.5806,5.6324,5.678,5.7168,5.7839,5.8517,5.9033,5.9073
2024-10-23,4.958,5.3307,5.675,5.71,5.5624,5.6269,5.6858,5.7342,5.8161,5.8992,5.9076,5.9066
2024-10-22,4.9535,5.3155,5.634,5.7177,5.537,5.6088,5.6721,5.7189,5.7868,5.8342,5.9046,5.9068
2024-10-21,4.6643,5.1981,5.6208,5.7096,5.5102,5.5667,5.6191,5.6596,5.718,5.7669,5.9085,5.9074
2024-10-18,4.6131,5.1499,5.5836,5.6926,5.5068,5.5616,5.6118,5.6495,5.7025,5.7378,5.9037,5.9034
